pc11_district_id,pc11_district_name,pc11_state_id,pc11_state_name,mean_pollution
610,Erode,33,Tamil Nadu,25.61532341
611,The Nilgiris,33,Tamil Nadu,20.94460164
612,Dindigul,33,Tamil Nadu,23.85177432
613,Karur,33,Tamil Nadu,27.5034786
614,Tiruchirappalli,33,Tamil Nadu,27.83596139
615,Perambalur,33,Tamil Nadu,29.48683128
616,Ariyalur,33,Tamil Nadu,29.18085503
617,Cuddalore,33,Tamil Nadu,29.8123449
618,Nagapattinam,33,Tamil Nadu,25.04739943
619,Thiruvarur,33,Tamil Nadu,25.49710766
620,Thanjavur,33,Tamil Nadu,26.18772308
621,Pudukkottai,33,Tamil Nadu,24.88600672
622,Sivaganga,33,Tamil Nadu,22.37254004
623,Madurai,33,Tamil Nadu,22.2541872
624,Theni,33,Tamil Nadu,19.2533873
625,Virudhunagar,33,Tamil Nadu,21.01382861
626,Ramanathapuram,33,Tamil Nadu,20.42365988
627,Thoothukkudi,33,Tamil Nadu,15.94395375
628,Tirunelveli,33,Tamil Nadu,13.39221151
629,Kanniyakumari,33,Tamil Nadu,9.35266954
630,Dharmapuri,33,Tamil Nadu,27.35465918
631,Krishnagiri,33,Tamil Nadu,26.69138973
632,Coimbatore,33,Tamil Nadu,24.11449388
633,Tiruppur,33,Tamil Nadu,25.45241409
634,Yanam,34,Puducherry,31.99999973
635,Puducherry,34,Puducherry,29.79721118
636,Mahe,34,Puducherry,22.70000034
637,Karaikal,34,Puducherry,24.77819546
638,Nicobars,35,Andaman & Nicobar Island,4.545310225
639,North  & Middle Andaman,35,Andaman & Nicobar Island,11.60714285
640,South Andaman,35,Andaman & Nicobar Island,9.704773756
